Frame:	Label:	Frame path:
3509	knife	on	cutting board
3509	person	hold	hashi
3509	person	hold	turner
3509	turner	move	egg crepe
3509	egg crepe	on	frying pan
3510	knife	on	cutting board
3510	person	hold	hashi
3510	person	hold	turner
3510	turner	move	egg crepe
3510	egg crepe	on	frying pan
3511	knife	on	cutting board
3511	person	hold	hashi
3511	person	hold	turner
3511	turner	move	egg crepe
3511	egg crepe	on	frying pan
3512	knife	on	cutting board
3512	person	hold	hashi
3512	person	hold	turner
3512	turner	move	egg crepe
3512	egg crepe	on	frying pan
3513	knife	on	cutting board
3513	person	hold	hashi
3513	person	hold	turner
3513	turner	move	egg crepe
3513	egg crepe	on	frying pan
3514	knife	on	cutting board
3514	person	hold	hashi
3514	person	hold	turner
3514	turner	move	egg crepe
3514	egg crepe	on	frying pan
3515	knife	on	cutting board
3515	person	hold	hashi
3515	person	hold	turner
3515	turner	move	egg crepe
3515	egg crepe	on	frying pan
3516	knife	on	cutting board
3516	person	hold	hashi
3516	person	hold	turner
3516	turner	move	egg crepe
3516	egg crepe	on	frying pan
3517	knife	on	cutting board
3517	person	hold	hashi
3517	person	hold	turner
3517	turner	move	egg crepe
3517	egg crepe	on	frying pan
3518	knife	on	cutting board
3518	person	hold	hashi
3518	person	hold	turner
3518	turner	move	egg crepe
3518	egg crepe	on	frying pan
3519	knife	on	cutting board
3519	person	hold	hashi
3519	person	hold	turner
3519	turner	move	egg crepe
3519	egg crepe	on	frying pan
3520	knife	on	cutting board
3520	person	hold	hashi
3520	person	hold	turner
3520	turner	move	egg crepe
3520	egg crepe	on	frying pan
3521	knife	on	cutting board
3521	person	hold	hashi
3521	person	hold	turner
3521	turner	move	egg crepe
3521	egg crepe	on	frying pan
3522	knife	on	cutting board
3522	person	hold	hashi
3522	person	hold	turner
3522	turner	move	egg crepe
3522	egg crepe	on	frying pan
3523	knife	on	cutting board
3523	person	hold	hashi
3523	person	hold	turner
3523	turner	move	egg crepe
3523	egg crepe	on	frying pan
3524	knife	on	cutting board
3524	person	hold	hashi
3524	person	hold	turner
3524	turner	move	egg crepe
3524	egg crepe	on	frying pan
3525	knife	on	cutting board
3525	person	hold	hashi
3525	person	hold	turner
3525	turner	move	egg crepe
3525	egg crepe	on	frying pan
3526	knife	on	cutting board
3526	person	hold	hashi
3526	person	hold	turner
3526	turner	move	egg crepe
3526	egg crepe	on	frying pan
3527	knife	on	cutting board
3527	person	hold	hashi
3527	person	hold	turner
3527	turner	move	egg crepe
3527	egg crepe	on	frying pan
3528	knife	on	cutting board
3528	person	hold	hashi
3528	person	hold	turner
3528	turner	move	egg crepe
3528	egg crepe	on	frying pan
3529	knife	on	cutting board
3529	person	hold	hashi
3529	person	hold	turner
3529	turner	move	egg crepe
3529	egg crepe	on	frying pan
3530	knife	on	cutting board
3530	person	hold	hashi
3530	person	hold	turner
3530	turner	move	egg crepe
3530	egg crepe	on	frying pan
3531	knife	on	cutting board
3531	person	hold	hashi
3531	person	hold	turner
3531	turner	move	egg crepe
3531	egg crepe	on	frying pan
3532	knife	on	cutting board
3532	person	hold	hashi
3532	person	hold	turner
3532	turner	move	egg crepe
3532	egg crepe	on	frying pan
3533	knife	on	cutting board
3533	person	hold	hashi
3533	person	hold	turner
3533	turner	move	egg crepe
3533	egg crepe	on	frying pan
3534	knife	on	cutting board
3534	person	hold	hashi
3534	person	hold	turner
3534	turner	move	egg crepe
3534	egg crepe	on	frying pan
3535	knife	on	cutting board
3535	person	hold	hashi
3535	person	hold	turner
3535	turner	move	egg crepe
3535	egg crepe	on	frying pan
3536	knife	on	cutting board
3536	person	hold	hashi
3536	person	hold	turner
3536	turner	move	egg crepe
3536	egg crepe	on	frying pan
3537	knife	on	cutting board
3537	person	hold	hashi
3537	person	hold	turner
3537	turner	move	egg crepe
3537	egg crepe	on	frying pan
3538	knife	on	cutting board
3538	person	hold	hashi
3538	person	hold	turner
3538	turner	move	egg crepe
3538	egg crepe	on	frying pan
3539	knife	on	cutting board
3539	person	hold	hashi
3539	person	hold	turner
3539	turner	move	egg crepe
3539	egg crepe	on	frying pan
3540	knife	on	cutting board
3540	person	hold	hashi
3540	person	hold	turner
3540	turner	move	egg crepe
3540	egg crepe	on	frying pan
3541	knife	on	cutting board
3541	person	hold	hashi
3541	person	hold	turner
3541	turner	move	egg crepe
3541	egg crepe	on	frying pan
3542	knife	on	cutting board
3542	person	hold	hashi
3542	person	hold	turner
3542	turner	move	egg crepe
3542	egg crepe	on	frying pan
3543	knife	on	cutting board
3543	person	hold	hashi
3543	person	hold	turner
3543	turner	move	egg crepe
3543	egg crepe	on	frying pan
3544	knife	on	cutting board
3544	person	hold	hashi
3544	person	hold	turner
3544	turner	move	egg crepe
3544	egg crepe	on	frying pan
3545	knife	on	cutting board
3545	person	hold	hashi
3545	person	hold	turner
3545	turner	move	egg crepe
3545	egg crepe	on	frying pan
3546	knife	on	cutting board
3546	person	hold	hashi
3546	person	hold	turner
3546	turner	move	egg crepe
3546	egg crepe	on	frying pan
3547	knife	on	cutting board
3547	person	hold	hashi
3547	person	hold	turner
3547	turner	move	egg crepe
3547	egg crepe	on	frying pan
3548	knife	on	cutting board
3548	person	hold	hashi
3548	person	hold	turner
3548	turner	move	egg crepe
3548	egg crepe	on	frying pan
3549	knife	on	cutting board
3549	person	hold	hashi
3549	person	hold	turner
3549	turner	move	egg crepe
3549	egg crepe	on	frying pan
3550	knife	on	cutting board
3550	person	hold	hashi
3550	person	hold	turner
3550	turner	move	egg crepe
3550	egg crepe	on	frying pan
3551	knife	on	cutting board
3551	person	hold	hashi
3551	person	hold	turner
3551	turner	move	egg crepe
3551	egg crepe	on	frying pan
3552	knife	on	cutting board
3552	person	hold	hashi
3552	person	hold	turner
3552	turner	move	egg crepe
3552	egg crepe	on	frying pan
3553	knife	on	cutting board
3553	person	hold	hashi
3553	person	hold	turner
3553	turner	move	egg crepe
3553	egg crepe	on	frying pan
3554	knife	on	cutting board
3554	person	hold	hashi
3554	person	hold	turner
3554	turner	move	egg crepe
3554	egg crepe	on	frying pan
3555	knife	on	cutting board
3555	person	hold	hashi
3555	person	hold	turner
3555	turner	move	egg crepe
3555	egg crepe	on	frying pan
3556	knife	on	cutting board
3556	person	hold	hashi
3556	person	hold	turner
3556	turner	move	egg crepe
3556	egg crepe	on	frying pan
3557	knife	on	cutting board
3557	person	hold	hashi
3557	person	hold	turner
3557	turner	move	egg crepe
3557	egg crepe	on	frying pan
3558	knife	on	cutting board
3558	person	hold	hashi
3558	person	hold	turner
3558	turner	move	egg crepe
3558	egg crepe	on	frying pan
3559	knife	on	cutting board
3559	person	hold	hashi
3559	person	hold	turner
3559	turner	move	egg crepe
3559	egg crepe	on	frying pan
3560	knife	on	cutting board
3560	person	hold	hashi
3560	person	hold	turner
3560	turner	move	egg crepe
3560	egg crepe	on	frying pan
3561	knife	on	cutting board
3561	person	hold	hashi
3561	person	hold	turner
3561	turner	move	egg crepe
3561	egg crepe	on	frying pan
3562	knife	on	cutting board
3562	person	hold	hashi
3562	person	hold	turner
3562	turner	move	egg crepe
3562	egg crepe	on	frying pan
3563	knife	on	cutting board
3563	person	hold	hashi
3563	person	hold	turner
3563	turner	move	egg crepe
3563	egg crepe	on	frying pan
3564	knife	on	cutting board
3564	person	hold	hashi
3564	person	hold	turner
3564	turner	move	egg crepe
3564	egg crepe	on	frying pan
3565	knife	on	cutting board
3565	person	hold	hashi
3565	person	hold	turner
3565	turner	move	egg crepe
3565	egg crepe	on	frying pan
3566	knife	on	cutting board
3566	person	hold	hashi
3566	person	hold	turner
3566	turner	move	egg crepe
3566	egg crepe	on	frying pan
3567	knife	on	cutting board
3567	person	hold	hashi
3567	person	hold	turner
3567	turner	move	egg crepe
3567	egg crepe	on	frying pan
3568	knife	on	cutting board
3568	person	hold	hashi
3568	person	hold	turner
3568	turner	move	egg crepe
3568	egg crepe	on	frying pan
3569	knife	on	cutting board
3569	person	hold	hashi
3569	person	hold	turner
3569	turner	move	egg crepe
3569	egg crepe	on	frying pan
3570	knife	on	cutting board
3570	person	hold	hashi
3570	person	hold	turner
3570	turner	move	egg crepe
3570	egg crepe	on	frying pan
3571	knife	on	cutting board
3571	person	hold	hashi
3571	person	hold	turner
3571	turner	move	egg crepe
3571	egg crepe	on	frying pan
3572	knife	on	cutting board
3572	person	hold	hashi
3572	person	hold	turner
3572	turner	move	egg crepe
3572	egg crepe	on	frying pan
3573	knife	on	cutting board
3573	person	hold	hashi
3573	person	hold	turner
3573	turner	move	egg crepe
3573	egg crepe	on	frying pan
3574	knife	on	cutting board
3574	person	hold	hashi
3574	person	hold	turner
3574	turner	move	egg crepe
3574	egg crepe	on	frying pan
3575	knife	on	cutting board
3575	person	hold	hashi
3575	person	hold	turner
3575	turner	move	egg crepe
3575	egg crepe	on	frying pan
3576	knife	on	cutting board
3576	person	hold	hashi
3576	person	hold	turner
3576	turner	move	egg crepe
3576	egg crepe	on	frying pan
3577	knife	on	cutting board
3577	person	hold	hashi
3577	person	hold	turner
3577	turner	move	egg crepe
3577	egg crepe	on	frying pan
3578	knife	on	cutting board
3578	person	hold	hashi
3578	person	hold	turner
3578	turner	move	egg crepe
3578	egg crepe	on	frying pan
3579	knife	on	cutting board
3579	person	hold	hashi
3579	person	hold	turner
3579	turner	move	egg crepe
3579	egg crepe	on	frying pan
3580	knife	on	cutting board
3580	person	hold	hashi
3580	person	hold	turner
3580	turner	move	egg crepe
3580	egg crepe	on	frying pan
3581	knife	on	cutting board
3581	person	hold	hashi
3581	person	hold	turner
3581	turner	move	egg crepe
3581	egg crepe	on	frying pan
3582	knife	on	cutting board
3582	person	hold	hashi
3582	person	hold	turner
3582	turner	move	egg crepe
3582	egg crepe	on	frying pan
3583	knife	on	cutting board
3583	person	hold	hashi
3583	person	hold	turner
3583	turner	move	egg crepe
3583	egg crepe	on	frying pan
3584	knife	on	cutting board
3584	person	hold	hashi
3584	person	hold	turner
3584	turner	move	egg crepe
3584	egg crepe	on	frying pan
3585	knife	on	cutting board
3585	person	hold	hashi
3585	person	hold	turner
3585	turner	move	egg crepe
3585	egg crepe	on	frying pan
3586	knife	on	cutting board
3586	person	hold	hashi
3586	person	hold	turner
3586	turner	move	egg crepe
3586	egg crepe	on	frying pan
3587	knife	on	cutting board
3587	person	hold	hashi
3587	person	hold	turner
3587	turner	move	egg crepe
3587	egg crepe	on	frying pan
3588	knife	on	cutting board
3588	person	hold	hashi
3588	person	hold	turner
3588	turner	move	egg crepe
3588	egg crepe	on	frying pan
3589	knife	on	cutting board
3589	person	hold	hashi
3589	person	hold	turner
3589	turner	move	egg crepe
3589	egg crepe	on	frying pan
3590	knife	on	cutting board
3590	person	hold	hashi
3590	person	hold	turner
3590	turner	move	egg crepe
3590	egg crepe	on	frying pan
3591	knife	on	cutting board
3591	person	hold	hashi
3591	person	hold	turner
3591	turner	move	egg crepe
3591	egg crepe	on	frying pan
3592	knife	on	cutting board
3592	person	hold	hashi
3592	person	hold	turner
3592	turner	move	egg crepe
3592	egg crepe	on	frying pan
3593	knife	on	cutting board
3593	person	hold	hashi
3593	person	hold	turner
3593	turner	move	egg crepe
3593	egg crepe	on	frying pan
3594	knife	on	cutting board
3594	person	hold	hashi
3594	person	hold	turner
3594	turner	move	egg crepe
3594	egg crepe	on	frying pan
3595	knife	on	cutting board
3595	person	hold	hashi
3595	person	hold	turner
3595	turner	move	egg crepe
3595	egg crepe	on	frying pan
3596	knife	on	cutting board
3596	person	hold	hashi
3596	person	hold	turner
3596	turner	move	egg crepe
3596	egg crepe	on	frying pan
3597	knife	on	cutting board
3597	person	hold	hashi
3597	person	hold	turner
3597	turner	move	egg crepe
3597	egg crepe	on	frying pan
3598	knife	on	cutting board
3598	person	hold	hashi
3598	person	hold	turner
3598	turner	move	egg crepe
3598	egg crepe	on	frying pan
3599	knife	on	cutting board
3599	person	hold	hashi
3599	person	hold	turner
3599	turner	move	egg crepe
3599	egg crepe	on	frying pan
3600	knife	on	cutting board
3600	person	hold	hashi
3600	person	hold	turner
3600	turner	move	egg crepe
3600	egg crepe	on	frying pan
3601	knife	on	cutting board
3601	person	hold	hashi
3601	person	hold	turner
3601	turner	move	egg crepe
3601	egg crepe	on	frying pan
3602	knife	on	cutting board
3602	person	hold	hashi
3602	person	hold	turner
3602	turner	move	egg crepe
3602	egg crepe	on	frying pan
3603	knife	on	cutting board
3603	person	hold	hashi
3603	person	hold	turner
3603	turner	move	egg crepe
3603	egg crepe	on	frying pan
3604	knife	on	cutting board
3604	person	hold	hashi
3604	person	hold	turner
3604	turner	move	egg crepe
3604	egg crepe	on	frying pan
3605	knife	on	cutting board
3605	person	hold	hashi
3605	person	hold	turner
3605	turner	move	egg crepe
3605	egg crepe	on	frying pan
3606	knife	on	cutting board
3606	person	hold	hashi
3606	person	hold	turner
3606	turner	move	egg crepe
3606	egg crepe	on	frying pan
3607	knife	on	cutting board
3607	person	hold	hashi
3607	person	hold	turner
3607	turner	move	egg crepe
3607	egg crepe	on	frying pan
3608	knife	on	cutting board
3608	person	hold	hashi
3608	person	hold	turner
3608	turner	move	egg crepe
3608	egg crepe	on	frying pan
3609	knife	on	cutting board
3609	person	hold	hashi
3609	person	hold	turner
3609	turner	move	egg crepe
3609	egg crepe	on	frying pan
3610	knife	on	cutting board
3610	person	hold	hashi
3610	person	hold	turner
3610	turner	move	egg crepe
3610	egg crepe	on	frying pan
3611	knife	on	cutting board
3611	person	hold	hashi
3611	person	hold	turner
3611	turner	move	egg crepe
3611	egg crepe	on	frying pan
3612	knife	on	cutting board
3612	person	hold	hashi
3612	person	hold	turner
3612	turner	move	egg crepe
3612	egg crepe	on	frying pan
3613	knife	on	cutting board
3613	person	hold	hashi
3613	person	hold	turner
3613	turner	move	egg crepe
3613	egg crepe	on	frying pan
3614	knife	on	cutting board
3614	person	hold	hashi
3614	person	hold	turner
3614	turner	move	egg crepe
3614	egg crepe	on	frying pan
3615	knife	on	cutting board
3615	person	hold	hashi
3615	person	hold	turner
3615	turner	move	egg crepe
3615	egg crepe	on	frying pan
3616	knife	on	cutting board
3616	person	hold	hashi
3616	person	hold	turner
3616	turner	move	egg crepe
3616	egg crepe	on	frying pan
3617	knife	on	cutting board
3617	person	hold	hashi
3617	person	hold	turner
3617	turner	move	egg crepe
3617	egg crepe	on	frying pan
3618	knife	on	cutting board
3618	person	hold	hashi
3618	person	hold	turner
3618	turner	move	egg crepe
3618	egg crepe	on	frying pan
3619	knife	on	cutting board
3619	person	hold	hashi
3619	person	hold	turner
3619	turner	move	egg crepe
3619	egg crepe	on	frying pan
3620	knife	on	cutting board
3620	person	hold	hashi
3620	person	hold	turner
3620	turner	move	egg crepe
3620	egg crepe	on	frying pan
3621	knife	on	cutting board
3621	person	hold	hashi
3621	person	hold	turner
3621	turner	move	egg crepe
3621	egg crepe	on	frying pan
3622	knife	on	cutting board
3622	person	hold	hashi
3622	person	hold	turner
3622	turner	move	egg crepe
3622	egg crepe	on	frying pan
3623	knife	on	cutting board
3623	person	hold	hashi
3623	person	hold	turner
3623	turner	move	egg crepe
3623	egg crepe	on	frying pan
3624	knife	on	cutting board
3624	person	hold	hashi
3624	person	hold	turner
3624	turner	move	egg crepe
3624	egg crepe	on	frying pan
3625	knife	on	cutting board
3625	person	hold	hashi
3625	person	hold	turner
3625	turner	move	egg crepe
3625	egg crepe	on	frying pan
3626	knife	on	cutting board
3626	person	hold	hashi
3626	person	hold	turner
3626	turner	move	egg crepe
3626	egg crepe	on	frying pan
3627	knife	on	cutting board
3627	person	hold	hashi
3627	person	hold	turner
3627	turner	move	egg crepe
3627	egg crepe	on	frying pan
3628	knife	on	cutting board
3628	person	hold	hashi
3628	person	hold	turner
3628	turner	move	egg crepe
3628	egg crepe	on	frying pan
3629	knife	on	cutting board
3629	person	hold	hashi
3629	person	hold	turner
3629	turner	move	egg crepe
3629	egg crepe	on	frying pan
3630	knife	on	cutting board
3630	person	hold	hashi
3630	person	hold	turner
3630	turner	move	egg crepe
3630	egg crepe	on	frying pan
3631	knife	on	cutting board
3631	person	hold	hashi
3631	person	hold	turner
3631	turner	move	egg crepe
3631	egg crepe	on	frying pan
3632	knife	on	cutting board
3632	person	hold	hashi
3632	person	hold	turner
3632	turner	move	egg crepe
3632	egg crepe	on	frying pan
3633	knife	on	cutting board
3633	person	hold	hashi
3633	person	hold	turner
3633	turner	move	egg crepe
3633	egg crepe	on	frying pan
3634	knife	on	cutting board
3634	person	hold	hashi
3634	person	hold	turner
3634	turner	move	egg crepe
3634	egg crepe	on	frying pan
3635	knife	on	cutting board
3635	person	hold	hashi
3635	person	hold	turner
3635	turner	move	egg crepe
3635	egg crepe	on	frying pan
3636	knife	on	cutting board
3636	person	hold	hashi
3636	person	hold	turner
3636	turner	move	egg crepe
3636	egg crepe	on	frying pan
3637	knife	on	cutting board
3637	person	hold	hashi
3637	person	hold	turner
3637	turner	move	egg crepe
3637	egg crepe	on	frying pan
3638	knife	on	cutting board
3638	person	hold	hashi
3638	person	hold	turner
3638	turner	move	egg crepe
3638	egg crepe	on	frying pan
3639	knife	on	cutting board
3639	person	hold	hashi
3639	person	hold	turner
3639	turner	move	egg crepe
3639	egg crepe	on	frying pan
3640	knife	on	cutting board
3640	person	hold	hashi
3640	person	hold	turner
3640	turner	move	egg crepe
3640	egg crepe	on	frying pan
3641	knife	on	cutting board
3641	person	hold	hashi
3641	person	hold	turner
3641	turner	move	egg crepe
3641	egg crepe	on	frying pan
3642	knife	on	cutting board
3642	person	hold	hashi
3642	person	hold	turner
3642	turner	move	egg crepe
3642	egg crepe	on	frying pan
3643	knife	on	cutting board
3643	person	hold	hashi
3643	person	hold	turner
3643	turner	move	egg crepe
3643	egg crepe	on	frying pan
3644	knife	on	cutting board
3644	person	hold	hashi
3644	person	hold	turner
3644	turner	move	egg crepe
3644	egg crepe	on	frying pan
3645	knife	on	cutting board
3645	person	hold	hashi
3645	person	hold	turner
3645	turner	move	egg crepe
3645	egg crepe	on	frying pan
3646	knife	on	cutting board
3646	person	hold	hashi
3646	person	hold	turner
3646	turner	move	egg crepe
3646	egg crepe	on	frying pan
3647	knife	on	cutting board
3647	person	hold	hashi
3647	person	hold	turner
3647	turner	move	egg crepe
3647	egg crepe	on	frying pan
3648	knife	on	cutting board
3648	person	hold	hashi
3648	person	hold	turner
3648	turner	move	egg crepe
3648	egg crepe	on	frying pan
3649	knife	on	cutting board
3649	person	hold	hashi
3649	person	hold	turner
3649	turner	move	egg crepe
3649	egg crepe	on	frying pan
3650	knife	on	cutting board
3650	person	hold	hashi
3650	person	hold	turner
3650	turner	move	egg crepe
3650	egg crepe	on	frying pan
3651	knife	on	cutting board
3651	person	hold	hashi
3651	person	hold	turner
3651	turner	move	egg crepe
3651	egg crepe	on	frying pan
3652	knife	on	cutting board
3652	person	hold	hashi
3652	person	hold	turner
3652	turner	move	egg crepe
3652	egg crepe	on	frying pan
3653	knife	on	cutting board
3653	person	hold	hashi
3653	person	hold	turner
3653	turner	move	egg crepe
3653	egg crepe	on	frying pan
3654	knife	on	cutting board
3654	person	hold	hashi
3654	person	hold	turner
3654	turner	move	egg crepe
3654	egg crepe	on	frying pan
3655	knife	on	cutting board
3655	person	hold	hashi
3655	person	hold	turner
3655	turner	move	egg crepe
3655	egg crepe	on	frying pan
3656	knife	on	cutting board
3656	person	hold	hashi
3656	person	hold	turner
3656	turner	move	egg crepe
3656	egg crepe	on	frying pan
3657	knife	on	cutting board
3657	person	hold	hashi
3657	person	hold	turner
3657	turner	move	egg crepe
3657	egg crepe	on	frying pan
3658	knife	on	cutting board
3658	person	hold	hashi
3658	person	hold	turner
3658	turner	move	egg crepe
3658	egg crepe	on	frying pan
3659	knife	on	cutting board
3659	person	hold	hashi
3659	person	hold	turner
3659	turner	move	egg crepe
3659	egg crepe	on	frying pan
3660	knife	on	cutting board
3660	person	hold	hashi
3660	person	hold	turner
3660	turner	move	egg crepe
3660	egg crepe	on	frying pan
3661	knife	on	cutting board
3661	person	hold	hashi
3661	person	hold	turner
3661	turner	move	egg crepe
3661	egg crepe	on	frying pan
3662	knife	on	cutting board
3662	person	hold	hashi
3662	person	hold	turner
3662	turner	move	egg crepe
3662	egg crepe	on	frying pan
3663	knife	on	cutting board
3663	person	hold	hashi
3663	person	hold	turner
3663	turner	move	egg crepe
3663	egg crepe	on	frying pan
3664	knife	on	cutting board
3664	person	hold	hashi
3664	person	hold	turner
3664	turner	move	egg crepe
3664	egg crepe	on	frying pan
3665	knife	on	cutting board
3665	person	hold	hashi
3665	person	hold	turner
3665	turner	move	egg crepe
3665	egg crepe	on	frying pan
3666	knife	on	cutting board
3666	person	hold	hashi
3666	person	hold	turner
3666	turner	move	egg crepe
3666	egg crepe	on	frying pan
3667	knife	on	cutting board
3667	person	hold	hashi
3667	person	hold	turner
3667	turner	move	egg crepe
3667	egg crepe	on	frying pan
3668	knife	on	cutting board
3668	person	hold	hashi
3668	person	hold	turner
3668	turner	move	egg crepe
3668	egg crepe	on	frying pan
3669	knife	on	cutting board
3669	person	hold	hashi
3669	person	hold	turner
3669	turner	move	egg crepe
3669	egg crepe	on	frying pan
3670	knife	on	cutting board
3670	person	hold	hashi
3670	person	hold	turner
3670	turner	move	egg crepe
3670	egg crepe	on	frying pan
3671	knife	on	cutting board
3671	person	hold	hashi
3671	person	hold	turner
3671	turner	move	egg crepe
3671	egg crepe	on	frying pan
3672	knife	on	cutting board
3672	person	hold	hashi
3672	person	hold	turner
3672	turner	move	egg crepe
3672	egg crepe	on	frying pan
3673	knife	on	cutting board
3673	person	hold	hashi
3673	person	hold	turner
3673	turner	move	egg crepe
3673	egg crepe	on	frying pan
3674	knife	on	cutting board
3674	person	hold	hashi
3674	person	hold	turner
3674	turner	move	egg crepe
3674	egg crepe	on	frying pan
3675	knife	on	cutting board
3675	person	hold	hashi
3675	person	hold	turner
3675	turner	move	egg crepe
3675	egg crepe	on	frying pan
3676	knife	on	cutting board
3676	person	hold	hashi
3676	person	hold	turner
3676	turner	move	egg crepe
3676	egg crepe	on	frying pan
3677	knife	on	cutting board
3677	person	hold	hashi
3677	person	hold	turner
3677	turner	move	egg crepe
3677	egg crepe	on	frying pan
3678	knife	on	cutting board
3678	person	hold	hashi
3678	person	hold	turner
3678	turner	move	egg crepe
3678	egg crepe	on	frying pan
3679	knife	on	cutting board
3679	person	hold	hashi
3679	person	hold	turner
3679	turner	move	egg crepe
3679	egg crepe	on	frying pan
3680	knife	on	cutting board
3680	person	hold	hashi
3680	person	hold	turner
3680	turner	move	egg crepe
3680	egg crepe	on	frying pan
3681	knife	on	cutting board
3681	person	hold	hashi
3681	person	hold	turner
3681	turner	move	egg crepe
3681	egg crepe	on	frying pan
3682	knife	on	cutting board
3682	person	hold	hashi
3682	person	hold	turner
3682	turner	move	egg crepe
3682	egg crepe	on	frying pan
3683	knife	on	cutting board
3683	person	hold	hashi
3683	person	hold	turner
3683	turner	move	egg crepe
3683	egg crepe	on	frying pan
3684	knife	on	cutting board
3684	person	hold	hashi
3684	person	hold	turner
3684	turner	move	egg crepe
3684	egg crepe	on	frying pan
3685	knife	on	cutting board
3685	person	hold	hashi
3685	person	hold	turner
3685	turner	move	egg crepe
3685	egg crepe	on	frying pan
3686	knife	on	cutting board
3686	person	hold	hashi
3686	person	hold	turner
3686	turner	move	egg crepe
3686	egg crepe	on	frying pan
3687	knife	on	cutting board
3687	person	hold	hashi
3687	person	hold	turner
3687	turner	move	egg crepe
3687	egg crepe	on	frying pan
3688	knife	on	cutting board
3688	person	hold	hashi
3688	person	hold	turner
3688	turner	move	egg crepe
3688	egg crepe	on	frying pan
3689	knife	on	cutting board
3689	person	hold	hashi
3689	person	hold	turner
3689	turner	move	egg crepe
3689	egg crepe	on	frying pan
3690	knife	on	cutting board
3690	person	hold	hashi
3690	person	hold	turner
3690	turner	move	egg crepe
3690	egg crepe	on	frying pan
3691	knife	on	cutting board
3691	person	hold	hashi
3691	person	hold	turner
3691	turner	move	egg crepe
3691	egg crepe	on	frying pan
3692	knife	on	cutting board
3692	person	hold	hashi
3692	person	hold	turner
3692	turner	move	egg crepe
3692	egg crepe	on	frying pan
3693	knife	on	cutting board
3693	person	hold	hashi
3693	person	hold	turner
3693	turner	move	egg crepe
3693	egg crepe	on	frying pan
3694	knife	on	cutting board
3694	person	hold	hashi
3694	person	hold	turner
3694	turner	move	egg crepe
3694	egg crepe	on	frying pan
3695	knife	on	cutting board
3695	person	hold	hashi
3695	person	hold	turner
3695	turner	move	egg crepe
3695	egg crepe	on	frying pan
3696	knife	on	cutting board
3696	person	hold	hashi
3696	person	hold	turner
3696	turner	move	egg crepe
3696	egg crepe	on	frying pan
3697	knife	on	cutting board
3697	person	hold	hashi
3697	person	hold	turner
3697	turner	move	egg crepe
3697	egg crepe	on	frying pan
3698	knife	on	cutting board
3698	person	hold	hashi
3698	person	hold	turner
3698	turner	move	egg crepe
3698	egg crepe	on	frying pan
3699	knife	on	cutting board
3699	person	hold	hashi
3699	person	hold	turner
3699	turner	move	egg crepe
3699	egg crepe	on	frying pan
3700	knife	on	cutting board
3700	person	hold	hashi
3700	person	hold	turner
3700	turner	move	egg crepe
3700	egg crepe	on	frying pan
3701	knife	on	cutting board
3701	person	hold	hashi
3701	person	hold	turner
3701	turner	move	egg crepe
3701	egg crepe	on	frying pan
3702	knife	on	cutting board
3702	person	hold	hashi
3702	person	hold	turner
3702	turner	move	egg crepe
3702	egg crepe	on	frying pan
3703	knife	on	cutting board
3703	person	hold	hashi
3703	person	hold	turner
3703	turner	move	egg crepe
3703	egg crepe	on	frying pan
3704	knife	on	cutting board
3704	person	hold	hashi
3704	person	hold	turner
3704	turner	move	egg crepe
3704	egg crepe	on	frying pan
3705	knife	on	cutting board
3705	person	hold	hashi
3705	person	hold	turner
3705	turner	move	egg crepe
3705	egg crepe	on	frying pan
3706	knife	on	cutting board
3706	person	hold	hashi
3706	person	hold	turner
3706	turner	move	egg crepe
3706	egg crepe	on	frying pan
3707	knife	on	cutting board
3707	person	hold	hashi
3707	person	hold	turner
3707	turner	move	egg crepe
3707	egg crepe	on	frying pan
3708	knife	on	cutting board
3708	person	hold	hashi
3708	person	hold	turner
3708	turner	move	egg crepe
3708	egg crepe	on	frying pan
3709	knife	on	cutting board
3709	person	hold	hashi
3709	person	hold	turner
3709	turner	move	egg crepe
3709	egg crepe	on	frying pan
3710	knife	on	cutting board
3710	person	hold	hashi
3710	person	hold	turner
3710	turner	move	egg crepe
3710	egg crepe	on	frying pan
3711	knife	on	cutting board
3711	person	hold	hashi
3711	person	hold	turner
3711	turner	move	egg crepe
3711	egg crepe	on	frying pan
3712	knife	on	cutting board
3712	person	hold	hashi
3712	person	hold	turner
3712	turner	move	egg crepe
3712	egg crepe	on	frying pan
3713	knife	on	cutting board
3713	person	hold	hashi
3713	person	hold	turner
3713	turner	move	egg crepe
3713	egg crepe	on	frying pan
3714	knife	on	cutting board
3714	person	hold	hashi
3714	person	hold	turner
3714	turner	move	egg crepe
3714	egg crepe	on	frying pan
3715	knife	on	cutting board
3715	person	hold	hashi
3715	person	hold	turner
3715	turner	move	egg crepe
3715	egg crepe	on	frying pan
3716	knife	on	cutting board
3716	person	hold	hashi
3716	person	hold	turner
3716	turner	move	egg crepe
3716	egg crepe	on	frying pan
3717	knife	on	cutting board
3717	person	hold	hashi
3717	person	hold	turner
3717	turner	move	egg crepe
3717	egg crepe	on	frying pan
3718	knife	on	cutting board
3718	person	hold	hashi
3718	person	hold	turner
3718	turner	move	egg crepe
3718	egg crepe	on	frying pan
3719	knife	on	cutting board
3719	person	hold	hashi
3719	person	hold	turner
3719	turner	move	egg crepe
3719	egg crepe	on	frying pan
3720	knife	on	cutting board
3720	person	hold	hashi
3720	person	hold	turner
3720	turner	move	egg crepe
